Datetime,DatetimeEpoch,Tempmax,Tempmin,Temp,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precip,Precipprob,Precipcover,Snow,Snowdepth,Windgust,Windspeed,Winddir,Pressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,SunriseEpoch,Sunset,SunsetEpoch,Moonphase,Conditions,Description,Icon,Stations,Source
2023-10-03,1696266000,33.6,26.0,29.7,38.2,26.0,33.6,24.0,73.2,0.0,0.0,0.0,0.0,0.0,28.8,11.2,98.1,1010.3,30.1,8.6,272.6,23.6,9.0,10.0,05:48:03,1696286883,17:43:20,1696329800,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-04,1696352400,34.2,26.0,29.9,40.6,26.0,34.6,24.8,75.6,0.024,100.0,4.17,0.0,0.0,30.2,15.7,109.8,1009.7,23.2,9.3,269.2,23.4,9.0,10.0,05:48:20,1696373300,17:42:25,1696416145,0.66,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-05,1696438800,35.0,27.0,30.5,42.6,30.9,36.9,25.3,75.3,0.0,0.0,0.0,0.0,0.0,29.2,13.7,111.2,1008.1,34.2,10.5,262.3,22.7,9.0,30.0,05:48:37,1696459717,17:41:31,1696502491,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB', 'remote']",obs
2023-10-06,1696525200,35.0,27.0,30.4,43.3,31.0,37.0,25.6,77.2,0.0,0.0,0.0,0.0,0.0,30.2,19.4,118.0,1008.0,35.9,8.7,262.7,22.6,9.0,10.0,05:48:54,1696546134,17:40:38,1696588838,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-07,1696611600,29.0,25.0,26.9,35.6,25.0,29.2,23.4,81.6,0.976,100.0,4.17,0.0,0.0,40.7,24.1,26.4,1011.0,86.4,8.8,219.5,19.0,8.0,10.0,05:49:12,1696632552,17:39:44,1696675184,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-08,1696698000,31.0,24.0,27.3,32.7,24.0,28.0,19.8,65.1,0.1,100.0,4.17,0.0,0.0,28.8,19.4,9.0,1013.5,64.6,10.1,248.6,21.6,9.0,10.0,05:49:30,1696718970,17:38:51,1696761531,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-09,1696784400,31.0,24.0,27.5,32.7,24.0,28.3,18.6,58.9,0.0,0.0,0.0,0.0,0.0,33.5,16.6,21.4,1015.0,56.7,10.9,253.8,21.8,9.0,10.0,05:49:49,1696805389,17:37:59,1696847879,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-10,1696870800,30.0,24.3,26.9,31.1,24.3,27.4,18.7,61.2,0.098,100.0,4.17,0.0,0.0,44.6,19.4,35.9,1016.1,89.2,9.9,125.6,10.8,6.0,10.0,05:50:07,1696891807,17:37:07,1696934227,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-11,1696957200,29.3,24.0,26.2,30.3,24.0,26.6,18.5,63.2,0.0,0.0,0.0,0.0,0.0,42.5,20.3,41.8,1017.1,87.0,10.3,152.9,13.2,6.0,10.0,05:50:27,1696978227,17:36:16,1697020576,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-12,1697043600,25.0,23.0,23.9,25.0,23.0,23.9,20.2,80.5,0.098,100.0,4.17,0.0,0.0,19.8,15.7,42.8,1017.9,94.1,9.8,24.8,2.2,2.0,10.0,05:50:46,1697064646,17:35:25,1697106925,0.92,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-13,1697130000,29.0,23.0,25.5,31.4,23.0,26.3,21.4,78.3,0.0,0.0,0.0,0.0,0.0,15.1,13.0,354.7,1016.0,64.6,10.0,235.0,20.4,9.0,10.0,05:51:06,1697151066,17:34:35,1697193275,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48823099999', '48820099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-14,1697216400,29.0,23.0,25.6,31.7,23.0,26.2,21.0,76.2,0.1,100.0,4.17,0.0,0.0,23.8,25.0,21.2,1014.0,83.6,9.8,168.8,14.6,8.0,10.0,05:51:26,1697237486,17:33:46,1697279626,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-15,1697302800,30.0,22.8,25.8,30.8,22.8,26.1,19.3,69.1,0.007,100.0,4.17,0.0,0.0,18.7,16.6,346.2,1014.1,67.5,10.0,174.2,15.2,9.0,10.0,05:51:47,1697323907,17:32:57,1697365977,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-16,1697389200,31.5,22.5,26.6,32.7,22.5,27.1,19.7,67.7,0.0,0.0,0.0,0.0,0.0,22.7,13.0,2.6,1014.2,59.2,9.9,243.9,21.0,8.0,10.0,05:52:08,1697410328,17:32:09,1697452329,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-17,1697475600,32.1,22.0,27.2,32.7,22.0,27.7,19.8,66.6,0.0,0.0,0.0,0.0,0.0,19.4,9.6,18.3,1013.8,48.9,9.4,241.8,20.8,8.0,10.0,05:52:30,1697496750,17:31:21,1697538681,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-18,1697562000,32.5,22.5,27.6,35.1,22.5,28.9,20.8,68.3,0.0,0.0,0.0,0.0,0.0,13.0,10.3,356.4,1012.5,45.6,8.7,244.0,21.0,9.0,10.0,05:52:52,1697583172,17:30:35,1697625035,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-19,1697648400,33.0,24.0,28.2,38.1,24.0,30.3,22.3,71.7,0.0,0.0,0.0,0.0,0.0,37.1,14.8,16.2,1011.2,50.0,9.1,160.7,13.8,8.0,10.0,05:53:15,1697669595,17:29:49,1697711389,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-20,1697734800,31.3,24.5,27.8,33.3,24.5,28.7,19.8,63.7,0.0,0.0,0.0,0.0,0.0,43.2,22.1,11.2,1014.7,64.3,10.4,241.4,20.9,8.0,10.0,05:53:38,1697756018,17:29:04,1697797744,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-21,1697821200,28.6,24.0,26.0,28.4,24.0,26.0,14.2,48.7,0.0,0.0,0.0,0.0,0.0,44.6,18.4,18.9,1018.2,75.7,10.1,222.1,19.2,8.0,10.0,05:54:01,1697842441,17:28:19,1697884099,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-22,1697907600,28.0,23.5,25.4,29.1,23.5,25.5,17.4,61.5,0.0,0.0,0.0,0.0,0.0,22.7,13.0,46.2,1018.3,92.5,10.0,178.8,15.4,8.0,10.0,05:54:26,1697928866,17:27:36,1697970456,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-23,1697994000,28.0,23.0,25.4,29.9,23.0,25.8,20.6,74.9,0.1,100.0,4.17,0.0,0.0,9.4,12.1,32.9,1017.2,93.8,9.6,67.5,5.8,3.0,10.0,05:54:50,1698015290,17:26:53,1698056813,0.3,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-24,1698080400,31.0,23.0,26.8,34.1,23.0,28.1,22.0,76.2,0.098,100.0,4.17,0.0,0.0,23.8,11.2,20.0,1015.8,63.0,8.8,168.8,14.6,8.0,10.0,05:55:15,1698101715,17:26:11,1698143171,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-25,1698166800,31.5,24.0,27.8,35.2,24.0,29.8,22.7,75.4,0.683,100.0,4.17,0.0,0.0,25.2,13.0,292.0,1014.7,51.8,8.3,152.7,13.2,8.0,10.0,05:55:41,1698188141,17:25:30,1698229530,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-26,1698253200,33.5,25.6,28.6,36.3,25.6,30.1,21.5,66.8,0.7,100.0,8.33,0.0,0.0,22.7,14.8,124.2,1013.7,50.6,9.7,198.5,17.2,8.0,10.0,05:56:07,1698274567,17:24:50,1698315890,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-27,1698339600,32.5,23.5,27.9,35.5,23.5,29.9,22.0,72.0,0.0,0.0,0.0,0.0,0.0,25.6,11.2,74.8,1012.9,35.3,8.5,235.3,20.2,8.0,10.0,05:56:33,1698360993,17:24:12,1698402252,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-28,1698426000,27.5,23.5,25.8,30.0,23.5,26.4,22.6,83.1,2.585,100.0,8.33,0.0,0.0,20.9,19.4,31.8,1014.0,81.6,8.8,157.1,13.5,8.0,10.0,05:57:00,1698447420,17:23:34,1698488614,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-29,1698512400,26.0,22.8,24.0,26.0,22.8,24.0,22.1,89.3,4.145,100.0,12.5,0.0,0.0,28.1,15.7,14.7,1015.4,97.4,9.6,19.2,1.8,1.0,10.0,05:57:28,1698533848,17:22:57,1698574977,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB', 'remote']",obs
2023-10-30,1698598800,29.5,23.1,25.7,30.8,23.1,26.1,19.8,71.2,13.668,100.0,8.33,0.0,0.0,31.3,13.0,3.5,1017.7,82.2,10.1,204.2,17.7,8.0,10.0,05:57:56,1698620276,17:22:21,1698661341,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-10-31,1698685200,30.0,21.0,25.7,30.8,21.0,26.0,19.1,69.4,0.1,100.0,4.17,0.0,0.0,22.3,13.0,10.3,1018.3,38.4,10.8,231.1,20.1,8.0,10.0,05:58:25,1698706705,17:21:46,1698747706,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-01,1698771600,29.9,22.5,25.7,31.3,22.5,26.2,20.0,72.3,0.0,0.0,0.0,0.0,0.0,28.4,12.1,99.2,1017.2,30.8,9.0,235.2,20.4,8.0,10.0,05:58:54,1698793134,17:21:12,1698834072,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-02,1698858000,30.5,22.0,25.9,32.2,22.0,26.6,20.5,73.9,0.0,0.0,0.0,0.0,0.0,31.3,13.0,111.5,1014.2,26.5,7.5,231.3,20.0,8.0,10.0,05:59:24,1698879564,17:20:39,1698920439,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-03,1698944400,31.5,23.0,27.1,34.3,23.0,28.7,22.5,77.8,0.2,100.0,8.33,0.0,0.0,31.0,19.4,126.7,1011.3,53.2,7.7,211.6,18.3,8.0,10.0,05:59:54,1698965994,17:20:08,1699006808,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-04,1699030800,32.0,25.4,28.2,37.3,25.4,30.9,23.9,79.0,0.8,100.0,20.83,0.0,0.0,34.2,16.6,135.4,1011.4,69.3,9.1,144.7,12.5,7.0,30.0,06:00:25,1699052425,17:19:37,1699093177,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-05,1699117200,31.5,25.0,27.9,37.2,25.0,30.4,24.1,80.8,1.5,100.0,25.0,0.0,0.0,29.5,17.5,125.3,1012.3,74.1,9.3,123.5,10.7,5.0,30.0,06:00:56,1699138856,17:19:08,1699179548,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-06,1699203600,31.0,22.0,25.8,36.0,22.0,26.8,23.2,86.1,7.515,100.0,8.33,0.0,0.0,28.1,18.4,65.5,1014.9,87.9,7.8,159.6,13.8,7.0,30.0,06:01:28,1699225288,17:18:40,1699265920,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-07,1699290000,25.1,22.0,23.0,25.1,22.0,23.0,20.9,88.1,22.468,100.0,4.17,0.0,0.0,16.9,18.4,0.8,1015.9,90.9,9.7,109.8,9.5,5.0,10.0,06:02:00,1699311720,17:18:13,1699352293,0.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-08,1699376400,31.0,22.5,25.9,34.6,22.5,27.0,22.2,80.8,0.2,100.0,8.33,0.0,0.0,27.4,13.0,67.6,1013.2,48.3,8.6,155.2,13.4,7.0,10.0,06:02:33,1699398153,17:17:47,1699438667,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-09,1699462800,31.7,24.0,27.8,36.0,24.0,30.3,23.8,79.8,0.1,100.0,4.17,0.0,0.0,28.4,13.0,116.2,1012.6,54.6,8.0,169.7,14.8,7.0,10.0,06:03:06,1699484586,17:17:23,1699525043,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-10,1699549200,33.0,24.5,28.3,37.5,24.5,30.9,24.0,79.6,0.1,100.0,4.17,0.0,0.0,30.6,17.5,122.5,1014.0,50.2,8.5,195.0,17.0,7.0,30.0,06:03:40,1699571020,17:16:59,1699611419,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-11,1699635600,32.5,25.0,28.2,37.4,25.0,31.0,24.1,80.1,0.1,100.0,4.17,0.0,0.0,28.8,16.6,124.9,1015.0,48.8,8.4,174.2,15.1,7.0,10.0,06:04:14,1699657454,17:16:37,1699697797,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-12,1699722000,32.5,23.5,26.9,38.0,23.5,28.3,23.7,84.2,29.283,100.0,4.17,0.0,0.0,28.1,18.6,98.8,1017.1,64.0,8.2,170.8,14.8,7.0,10.0,06:04:49,1699743889,17:16:17,1699784177,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-13,1699808400,23.0,15.9,18.3,23.0,15.9,18.3,15.0,81.0,9.073,100.0,16.67,0.0,0.0,44.3,25.9,27.3,1022.9,99.4,9.7,14.3,1.3,1.0,10.0,06:05:24,1699830324,17:15:57,1699870557,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-14,1699894800,20.5,16.5,18.6,20.5,16.5,18.6,12.6,68.1,0.002,100.0,4.17,0.0,0.0,18.0,16.6,17.0,1023.2,91.0,10.0,126.0,10.9,6.0,10.0,06:06:00,1699916760,17:15:39,1699956939,0.03,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-15,1699981200,21.8,18.0,20.0,21.8,18.0,20.0,16.1,78.3,0.0,0.0,0.0,0.0,0.0,10.4,11.2,26.9,1021.0,94.1,9.2,97.5,8.3,6.0,10.0,06:06:36,1700003196,17:15:22,1700043322,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-16,1700067600,23.0,18.0,20.4,23.0,18.0,20.4,12.7,63.4,0.365,100.0,8.33,0.0,0.0,55.4,25.9,1.8,1027.1,92.7,9.6,32.9,3.0,2.0,10.0,06:07:12,1700089632,17:15:07,1700129707,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-17,1700154000,25.5,16.0,20.4,25.5,16.0,20.4,9.5,52.1,0.0,0.0,0.0,0.0,0.0,24.1,15.7,349.1,1026.0,33.3,9.8,219.0,19.0,8.0,10.0,06:07:49,1700176069,17:14:53,1700216093,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-18,1700240400,26.0,13.0,19.5,26.0,13.0,19.5,9.8,59.4,0.0,0.0,0.0,0.0,0.0,15.1,9.4,358.1,1023.1,24.3,9.4,222.2,19.3,8.0,10.0,06:08:26,1700262506,17:14:40,1700302480,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-19,1700326800,26.0,15.1,20.1,26.0,15.1,20.1,12.1,63.5,0.0,0.0,0.0,0.0,0.0,14.8,10.3,290.4,1021.0,13.6,10.3,217.3,18.7,8.0,10.0,06:09:03,1700348943,17:14:28,1700388868,0.21,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-20,1700413200,27.0,15.4,21.1,27.0,15.4,21.1,13.8,65.8,0.0,0.0,0.0,0.0,0.0,27.7,15.7,187.0,1018.8,6.6,10.7,219.6,18.9,8.0,10.0,06:09:41,1700435381,17:14:18,1700475258,0.25,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-21,1700499600,27.0,15.5,21.2,27.0,15.5,21.2,15.1,70.9,0.0,0.0,0.0,0.0,0.0,32.8,12.1,137.2,1016.1,13.7,7.3,220.7,19.1,8.0,10.0,06:10:19,1700521819,17:14:10,1700561650,0.28,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-22,1700586000,24.1,18.0,20.8,24.1,18.0,20.8,17.7,82.6,0.0,0.0,0.0,0.0,0.0,23.0,10.3,28.2,1015.1,66.1,6.7,122.2,10.7,5.0,10.0,06:10:57,1700608257,17:14:02,1700648042,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-23,1700672400,28.5,20.0,23.6,29.4,20.0,23.8,18.6,75.3,0.0,0.0,0.0,0.0,0.0,15.8,9.4,301.4,1016.1,40.3,7.5,153.5,13.2,7.0,10.0,06:11:35,1700694695,17:13:56,1700734436,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-24,1700758800,26.5,20.8,23.5,26.5,20.8,23.5,19.3,78.3,0.4,100.0,12.5,0.0,0.0,26.6,11.2,323.6,1018.1,71.3,7.2,158.8,13.7,6.0,10.0,06:12:14,1700781134,17:13:52,1700820832,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-25,1700845200,28.0,20.3,24.0,28.9,20.3,24.2,18.4,72.5,0.1,100.0,4.17,0.0,0.0,25.9,11.2,133.2,1018.7,32.7,7.8,187.4,16.3,8.0,10.0,06:12:53,1700867573,17:13:49,1700907229,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-26,1700931600,28.5,19.5,23.7,29.4,19.5,23.9,18.4,73.9,0.0,0.0,0.0,0.0,0.0,18.7,10.3,313.7,1019.6,27.2,7.6,106.6,9.2,5.0,10.0,06:13:32,1700954012,17:13:47,1700993627,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-27,1701018000,28.5,19.5,23.7,29.2,19.5,23.8,18.5,74.4,0.0,0.0,0.0,0.0,0.0,24.1,8.5,48.2,1018.7,35.7,7.4,209.3,18.1,8.0,10.0,06:14:11,1701040451,17:13:46,1701080026,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-28,1701104400,28.0,19.3,23.1,27.6,19.3,23.1,16.6,70.2,0.0,0.0,0.0,0.0,0.0,29.5,12.1,96.2,1018.0,17.0,7.1,212.7,18.4,8.0,10.0,06:14:50,1701126890,17:13:47,1701166427,0.53,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-29,1701190800,27.1,18.5,22.6,27.8,18.5,22.7,18.3,78.3,0.0,0.0,0.0,0.0,0.0,23.0,13.0,91.8,1016.9,34.7,5.1,198.6,17.0,7.0,10.0,06:15:29,1701213329,17:13:49,1701252829,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-11-30,1701277200,26.5,21.5,23.5,26.5,21.5,23.5,19.7,80.0,0.014,100.0,4.17,0.0,0.0,24.8,13.0,19.4,1018.9,80.9,6.3,37.2,3.1,3.0,10.0,06:16:08,1701299768,17:13:53,1701339233,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-01,1701363600,21.0,17.0,18.7,21.0,17.0,18.7,17.6,93.7,19.118,100.0,8.33,0.0,0.0,31.3,19.4,25.7,1020.9,100.0,6.8,11.7,1.0,1.0,10.0,06:16:48,1701386208,17:13:58,1701425638,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-02,1701450000,18.4,16.0,17.4,18.4,16.0,17.4,14.9,85.0,0.2,100.0,8.33,0.0,0.0,11.9,15.7,21.8,1021.3,100.0,8.5,13.9,1.2,1.0,10.0,06:17:27,1701472647,17:14:04,1701512044,0.65,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-03,1701536400,19.0,17.0,18.1,19.0,17.0,18.1,15.6,85.8,0.0,0.0,0.0,0.0,0.0,8.6,14.8,22.3,1020.3,99.6,8.6,35.3,3.0,2.0,10.0,06:18:06,1701559086,17:14:12,1701598452,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-04,1701622800,20.5,17.5,18.9,20.5,17.5,18.9,15.9,82.8,0.1,100.0,4.17,0.0,0.0,13.3,14.8,27.2,1018.2,99.4,10.0,25.8,2.2,1.0,10.0,06:18:45,1701645525,17:14:21,1701684861,0.72,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB', 'remote']",obs
2023-12-05,1701709200,19.7,18.0,18.8,19.7,18.0,18.8,16.0,83.9,0.0,0.0,0.0,0.0,0.0,10.8,11.2,39.2,1015.8,99.3,8.5,50.8,4.5,2.0,10.0,06:19:23,1701731963,17:14:31,1701771271,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-06,1701795600,24.5,18.5,20.8,24.5,18.5,20.8,16.9,79.6,1.7,100.0,8.33,0.0,0.0,35.3,14.8,2.8,1018.8,88.6,8.8,13.9,1.3,1.0,10.0,06:20:02,1701818402,17:14:43,1701857683,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-07,1701882000,26.0,15.5,20.3,26.0,15.5,20.3,14.5,72.8,0.0,0.0,0.0,0.0,0.0,29.9,10.3,226.0,1018.7,44.8,7.8,199.5,17.3,7.0,10.0,06:20:40,1701904840,17:14:56,1701944096,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-08,1701968400,27.0,16.5,21.7,27.1,16.5,21.7,15.2,68.5,0.0,0.0,0.0,0.0,0.0,37.4,16.6,124.3,1014.5,4.3,9.4,198.7,17.3,7.0,10.0,06:21:18,1701991278,17:15:10,1702030510,0.85,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-12-09,1702054800,26.8,19.0,22.5,28.2,19.0,22.5,19.5,83.9,0.0,0.0,0.0,0.0,0.0,36.0,15.7,96.8,1012.1,64.8,6.4,195.0,16.8,7.0,10.0,06:21:56,1702077716,17:15:25,1702116925,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
