Datetime,DatetimeEpoch,Tempmax,Tempmin,Temp,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precip,Precipprob,Precipcover,Snow,Snowdepth,Windgust,Windspeed,Winddir,Pressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,SunriseEpoch,Sunset,SunsetEpoch,Moonphase,Conditions,Description,Icon,Stations,Source
2023-01-20,1674147600,18.0,14.0,15.7,18.0,14.0,15.7,9.1,65.8,0.0,0.0,0.0,0.0,0.0,10.8,9.4,324.4,1021.9,98.2,7.9,214.8,18.6,8.0,10.0,06:36:13,1674171373,17:38:55,1674211135,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-21,1674234000,23.0,12.0,17.4,23.0,12.0,17.4,11.3,68.6,0.0,0.0,0.0,0.0,0.0,28.1,14.8,133.6,1017.7,67.4,6.9,222.1,19.1,8.0,10.0,06:36:08,1674257768,17:39:35,1674297575,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-22,1674320400,21.0,15.0,17.7,21.0,15.0,17.7,14.4,81.4,0.0,0.0,0.0,0.0,0.0,31.0,9.4,150.1,1015.0,85.8,4.4,222.1,19.2,8.0,10.0,06:36:01,1674344161,17:40:15,1674384015,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-23,1674406800,23.1,17.0,20.0,23.1,17.0,20.0,15.6,76.3,0.6,100.0,16.67,0.0,0.0,46.8,25.9,75.4,1015.3,92.9,7.1,52.9,4.4,2.0,10.0,06:35:54,1674430554,17:40:55,1674470455,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-24,1674493200,20.1,13.0,17.0,20.1,13.0,17.0,5.1,46.2,0.1,100.0,4.17,0.0,0.0,55.1,29.5,16.5,1025.4,71.0,10.3,92.5,8.1,5.0,10.0,06:35:45,1674516945,17:41:35,1674556895,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-25,1674579600,19.0,7.0,13.9,19.0,5.2,13.8,4.2,54.8,0.0,0.0,0.0,0.0,0.0,29.9,16.6,112.6,1021.3,35.1,9.8,230.7,19.9,8.0,10.0,06:35:35,1674603335,17:42:15,1674643335,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-26,1674666000,18.4,12.0,15.0,18.4,12.0,15.0,10.9,76.9,0.1,100.0,4.17,0.0,0.0,27.7,13.0,49.7,1016.9,91.3,7.0,86.2,7.5,4.0,10.0,06:35:23,1674689723,17:42:54,1674729774,0.15,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-27,1674752400,17.0,14.0,15.4,17.0,14.0,15.4,7.1,60.3,3.659,100.0,8.33,0.0,0.0,48.2,25.9,11.4,1024.1,85.8,9.0,38.5,3.2,2.0,10.0,06:35:10,1674776110,17:43:33,1674816213,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-28,1674838800,19.3,12.0,15.3,19.3,12.0,15.3,1.0,40.0,0.0,0.0,0.0,0.0,0.0,36.0,16.6,49.4,1024.3,35.2,10.9,236.8,20.4,8.0,10.0,06:34:56,1674862496,17:44:11,1674902651,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-29,1674925200,21.0,8.7,14.5,21.0,8.7,14.5,2.5,50.5,0.0,0.0,0.0,0.0,0.0,24.1,9.4,13.0,1024.4,10.4,10.7,238.0,20.4,8.0,10.0,06:34:40,1674948880,17:44:50,1674989090,0.25,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-30,1675011600,22.0,8.1,15.2,22.0,8.1,15.2,5.4,55.9,0.0,0.0,0.0,0.0,0.0,32.4,14.8,115.5,1021.4,3.5,7.6,239.0,20.7,8.0,10.0,06:34:24,1675035264,17:45:27,1675075527,0.28,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-01-31,1675098000,23.0,10.0,16.3,23.0,10.0,16.3,8.6,62.6,0.0,0.0,0.0,0.0,0.0,33.1,18.4,113.0,1015.2,1.7,8.4,238.1,20.6,8.0,10.0,06:34:06,1675121646,17:46:05,1675161965,0.31,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-01,1675184400,22.4,14.0,18.4,22.4,14.0,18.4,14.6,79.3,0.0,0.0,0.0,0.0,0.0,27.7,16.6,120.9,1012.9,77.0,6.2,221.6,19.0,8.0,10.0,06:33:46,1675208026,17:46:42,1675248402,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-02,1675270800,23.0,19.0,20.8,23.0,19.0,20.8,18.0,84.4,0.6,100.0,20.83,0.0,0.0,21.6,9.4,154.7,1015.4,96.0,6.3,56.6,4.8,2.0,10.0,06:33:26,1675294406,17:47:19,1675334839,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB', 'remote']",obs
2023-02-03,1675357200,22.0,19.8,20.4,22.0,19.8,20.4,19.6,95.1,5.097,100.0,16.67,0.0,0.0,23.4,13.0,145.5,1015.5,94.3,3.3,11.0,0.9,0.0,10.0,06:33:04,1675380784,17:47:55,1675421275,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-04,1675443600,22.0,19.0,20.4,22.0,19.0,20.4,19.4,94.2,1.583,100.0,12.5,0.0,0.0,32.8,16.6,135.6,1013.1,99.2,4.6,44.0,3.7,4.0,10.0,06:32:41,1675467161,17:48:31,1675507711,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-05,1675530000,23.6,19.8,20.8,23.6,19.8,20.8,19.9,94.6,5.147,100.0,8.33,0.0,0.0,36.0,18.4,122.7,1011.8,95.5,5.6,22.1,1.9,1.0,10.0,06:32:17,1675553537,17:49:07,1675594147,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-06,1675616400,21.0,19.7,20.4,21.0,19.7,20.4,19.5,94.7,0.59,100.0,4.17,0.0,0.0,33.8,24.1,129.4,1011.1,100.0,4.7,36.0,3.1,2.0,10.0,06:31:51,1675639911,17:49:42,1675680582,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-07,1675702800,22.0,19.8,20.7,22.0,19.8,20.7,20.3,97.2,1.383,100.0,8.33,0.0,0.0,34.6,13.0,120.7,1011.8,98.9,2.9,23.8,2.0,1.0,10.0,06:31:25,1675726285,17:50:16,1675767016,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-08,1675789200,22.1,20.4,21.2,22.1,20.4,21.2,20.4,95.5,2.207,100.0,12.5,0.0,0.0,40.3,18.4,132.2,1011.8,98.9,3.7,18.1,1.4,1.0,10.0,06:30:57,1675812657,17:50:50,1675853450,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-09,1675875600,24.0,21.0,22.3,24.0,21.0,22.3,21.3,94.0,1.047,100.0,8.33,0.0,0.0,38.2,16.6,131.8,1012.3,99.5,4.9,84.1,7.1,5.0,10.0,06:30:28,1675899028,17:51:24,1675939884,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-10,1675962000,24.0,21.0,22.5,24.0,21.0,22.5,21.0,91.2,0.39,100.0,4.17,0.0,0.0,40.7,20.5,124.5,1011.6,98.6,6.0,116.5,10.0,5.0,10.0,06:29:58,1675985398,17:51:57,1676026317,0.65,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-11,1676048400,25.0,22.0,23.0,25.0,22.0,23.0,21.5,90.9,0.11,100.0,12.5,0.0,0.0,48.2,20.5,131.1,1008.9,98.6,6.1,188.3,16.3,7.0,10.0,06:29:27,1676071767,17:52:29,1676112749,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-12,1676134800,27.1,22.0,24.3,29.2,22.0,24.6,21.7,85.6,0.0,0.0,0.0,0.0,0.0,35.6,22.3,120.5,1008.2,88.7,7.6,190.4,16.5,9.0,10.0,06:28:55,1676158135,17:53:01,1676199181,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-13,1676221200,29.0,22.0,24.9,31.4,22.0,25.5,21.7,83.9,0.098,100.0,4.17,0.0,0.0,22.7,16.6,116.8,1010.1,73.6,6.5,193.6,16.5,8.0,10.0,06:28:22,1676244502,17:53:33,1676285613,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-14,1676307600,24.0,17.0,19.2,24.0,17.0,19.2,13.0,68.2,1.096,100.0,8.33,0.0,0.0,41.4,27.7,46.7,1017.7,99.8,9.9,17.4,1.5,1.0,10.0,06:27:48,1676330868,17:54:04,1676372044,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-15,1676394000,17.4,16.0,17.0,17.4,16.0,17.0,9.0,59.6,0.0,0.0,0.0,0.0,0.0,23.0,18.4,37.3,1022.7,100.0,10.0,68.8,6.0,3.0,10.0,06:27:13,1676417233,17:54:35,1676458475,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-16,1676480400,18.1,16.0,16.8,18.1,16.0,16.8,10.9,68.1,0.0,0.0,0.0,0.0,0.0,8.6,11.2,23.0,1023.5,100.0,9.5,80.5,7.1,3.0,10.0,06:26:37,1676503597,17:55:05,1676544905,0.86,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-17,1676566800,20.1,16.0,17.9,20.1,16.0,17.9,13.8,76.8,0.0,0.0,0.0,0.0,0.0,23.0,10.4,94.4,1019.9,96.2,6.1,164.2,14.3,9.0,10.0,06:26:00,1676589960,17:55:35,1676631335,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-18,1676653200,23.0,17.0,20.3,23.0,17.0,20.3,16.4,78.9,0.0,0.0,0.0,0.0,0.0,22.0,13.0,127.2,1016.7,91.0,6.9,136.1,11.8,5.0,10.0,06:25:22,1676676322,17:56:04,1676717764,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-19,1676739600,23.0,19.0,20.4,23.0,19.0,20.4,17.4,83.3,1.074,100.0,4.17,0.0,0.0,24.5,16.6,346.5,1019.0,82.9,6.1,40.0,3.5,2.0,10.0,06:24:43,1676762683,17:56:32,1676804192,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-20,1676826000,24.1,18.6,21.0,24.1,18.6,21.0,13.3,62.0,0.0,0.0,0.0,0.0,0.0,24.5,16.6,26.0,1018.7,75.8,9.7,200.2,17.3,9.0,10.0,06:24:03,1676849043,17:57:01,1676890621,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-21,1676912400,23.4,18.8,20.9,23.4,18.8,20.9,15.5,71.7,0.0,0.0,0.0,0.0,0.0,33.1,14.8,143.2,1019.6,55.7,7.3,99.0,8.5,4.0,10.0,06:23:22,1676935402,17:57:28,1676977048,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-22,1676998800,23.0,19.0,20.6,23.0,19.0,20.6,15.0,70.6,0.0,0.0,0.0,0.0,0.0,29.2,16.6,143.4,1019.6,84.3,9.2,139.8,12.1,7.0,10.0,06:22:41,1677021761,17:57:56,1677063476,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-23,1677085200,23.3,17.8,20.4,23.3,17.8,20.4,16.0,76.4,0.0,0.0,0.0,0.0,0.0,26.3,16.6,130.8,1016.8,77.9,8.5,126.5,10.9,7.0,10.0,06:21:58,1677108118,17:58:22,1677149902,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-24,1677171600,21.0,18.0,19.2,21.0,18.0,19.2,15.1,77.7,0.498,100.0,4.17,0.0,0.0,38.5,20.5,52.5,1020.1,97.4,8.0,16.9,1.4,1.0,10.0,06:21:15,1677194475,17:58:49,1677236329,0.13,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-25,1677258000,25.0,16.0,19.8,25.0,16.0,19.8,8.5,49.8,0.0,0.0,0.0,0.0,0.0,37.1,18.4,20.4,1026.1,40.6,11.1,230.4,19.8,9.0,10.0,06:20:31,1677280831,17:59:15,1677322755,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-26,1677344400,23.0,13.4,17.8,23.0,13.4,17.8,8.5,58.7,0.0,0.0,0.0,0.0,0.0,28.4,14.8,78.6,1028.2,0.0,9.4,274.1,23.6,9.0,10.0,06:19:47,1677367187,17:59:40,1677409180,0.19,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-27,1677430800,23.0,11.8,18.1,23.0,11.8,18.1,10.3,63.6,0.0,0.0,0.0,0.0,0.0,28.1,13.0,127.7,1025.6,8.8,8.2,274.0,23.6,9.0,10.0,06:19:01,1677453541,18:00:05,1677495605,0.25,Clear,Clear conditions throughout the day.,clear-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-02-28,1677517200,23.8,14.0,19.1,23.8,14.0,19.1,13.5,71.6,0.0,0.0,0.0,0.0,0.0,25.9,16.6,130.7,1021.9,35.2,7.4,267.2,23.1,9.0,10.0,06:18:15,1677539895,18:00:30,1677582030,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-01,1677603600,21.0,16.8,19.0,21.0,16.8,19.0,16.1,83.9,0.1,100.0,4.17,0.0,0.0,25.6,9.4,93.5,1021.6,81.6,5.2,96.5,8.3,3.0,10.0,06:17:29,1677626249,18:00:54,1677668454,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-02,1677690000,27.0,18.0,22.3,27.3,18.0,22.3,15.9,69.4,0.1,100.0,4.17,0.0,0.0,25.2,14.8,176.7,1022.5,54.2,6.6,123.5,10.6,5.0,10.0,06:16:41,1677712601,18:01:17,1677754877,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-03,1677776400,24.0,17.4,21.2,24.0,17.4,21.2,15.9,72.2,0.002,100.0,4.17,0.0,0.0,24.1,12.2,110.7,1022.9,76.6,6.2,159.2,13.7,5.0,10.0,06:15:53,1677798953,18:01:41,1677841301,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-04,1677862800,23.0,18.0,20.3,23.0,18.0,20.3,14.4,69.5,0.0,0.0,0.0,0.0,0.0,16.2,14.8,21.9,1024.2,81.2,9.3,217.5,18.8,8.0,10.0,06:15:05,1677885305,18:02:04,1677927724,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-05,1677949200,26.0,16.0,20.8,26.0,16.0,20.8,14.9,71.4,0.0,0.0,0.0,0.0,0.0,30.6,18.4,141.0,1022.0,51.3,6.6,217.8,18.7,9.0,10.0,06:14:16,1677971656,18:02:27,1678014147,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-06,1678035600,26.0,18.0,21.5,26.0,18.0,21.5,16.1,72.2,0.0,0.0,0.0,0.0,0.0,33.1,24.1,121.3,1019.3,50.4,7.0,196.0,16.8,8.0,10.0,06:13:26,1678058006,18:02:49,1678100569,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-07,1678122000,26.0,19.5,22.0,26.0,19.5,22.0,16.1,69.4,0.1,100.0,4.17,0.0,0.0,33.5,22.3,135.9,1018.2,88.6,9.3,171.9,14.9,7.0,10.0,06:12:36,1678144356,18:03:11,1678186991,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-08,1678208400,23.8,20.0,21.6,23.8,20.0,21.6,18.3,81.9,0.2,100.0,8.33,0.0,0.0,33.8,18.4,119.6,1018.4,93.1,7.6,61.7,5.3,2.0,10.0,06:11:46,1678230706,18:03:32,1678273412,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-09,1678294800,29.0,19.0,23.5,29.7,19.0,23.7,18.6,76.0,0.0,0.0,0.0,0.0,0.0,28.4,18.4,125.0,1018.0,45.6,6.0,236.0,20.4,9.0,10.0,06:10:55,1678317055,18:03:54,1678359834,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-10,1678381200,29.0,20.0,23.3,29.8,20.0,23.5,18.3,75.0,0.0,0.0,0.0,0.0,0.0,33.1,22.3,122.2,1014.8,42.9,6.2,280.8,24.2,9.0,10.0,06:10:03,1678403403,18:04:15,1678446255,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-11,1678467600,22.5,20.8,21.7,22.5,20.8,21.7,19.3,86.4,0.2,100.0,8.33,0.0,0.0,34.2,16.6,115.4,1016.1,90.1,5.2,92.8,7.9,3.0,10.0,06:09:12,1678489752,18:04:36,1678532676,0.63,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-12,1678554000,27.0,20.4,23.3,28.2,20.4,23.4,18.9,77.2,0.098,100.0,4.17,0.0,0.0,46.4,25.9,53.6,1018.7,65.6,6.4,60.7,5.1,2.0,10.0,06:08:20,1678576100,18:04:56,1678619096,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-13,1678640400,21.9,17.0,19.6,21.9,17.0,19.6,11.7,61.1,0.022,100.0,4.17,0.0,0.0,45.7,22.3,16.8,1021.4,80.1,10.0,63.3,5.4,4.0,10.0,06:07:27,1678662447,18:05:16,1678705516,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-14,1678726800,26.0,16.0,20.7,26.0,16.0,20.7,14.3,68.7,0.0,0.0,0.0,0.0,0.0,39.2,16.6,129.7,1014.2,30.2,8.0,285.8,24.6,10.0,10.0,06:06:34,1678748794,18:05:36,1678791936,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-15,1678813200,24.1,18.0,21.3,24.1,18.0,21.3,18.6,84.9,0.098,100.0,4.17,0.0,0.0,33.5,19.1,115.2,1014.2,80.0,9.7,48.8,4.1,2.0,10.0,06:05:41,1678835141,18:05:56,1678878356,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB', 'remote']",obs
2023-03-16,1678899600,28.0,20.9,23.7,29.2,20.9,23.9,19.5,78.4,0.536,100.0,8.33,0.0,0.0,41.0,19.1,142.2,1015.5,86.4,10.7,138.9,12.0,7.0,10.0,06:04:48,1678921488,18:06:16,1678964776,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB', 'remote']",obs
2023-03-17,1678986000,26.0,21.0,23.5,26.0,21.0,23.5,20.4,83.0,0.1,100.0,4.17,0.0,0.0,38.5,20.5,123.8,1014.1,90.0,8.4,159.8,14.0,5.0,10.0,06:03:54,1679007834,18:06:35,1679051195,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-18,1679072400,25.0,22.0,23.3,25.0,22.0,23.3,20.1,82.6,0.3,100.0,8.33,0.0,0.0,37.1,18.4,133.8,1012.9,97.9,8.8,140.5,12.1,5.0,10.0,06:03:01,1679094181,18:06:54,1679137614,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-19,1679158800,27.0,22.0,24.1,28.5,22.0,24.3,20.2,79.6,0.2,100.0,8.33,0.0,0.0,38.9,18.4,133.1,1011.1,94.7,8.7,163.2,14.0,6.0,10.0,06:02:07,1679180527,18:07:13,1679224033,0.91,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-20,1679245200,28.0,23.0,24.9,30.7,23.0,25.4,21.9,83.5,0.2,100.0,8.33,0.0,0.0,34.2,22.3,128.6,1007.9,96.9,8.3,154.5,13.5,7.0,30.0,06:01:13,1679266873,18:07:32,1679310452,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-21,1679331600,29.0,23.0,25.7,32.9,23.0,26.8,23.1,86.2,0.105,100.0,8.33,0.0,0.0,28.8,20.5,112.6,1005.5,91.5,5.9,238.5,20.5,9.0,60.0,06:00:18,1679353218,18:07:51,1679396871,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-22,1679418000,34.0,24.0,27.5,40.7,24.0,29.8,23.4,80.2,0.0,0.0,0.0,0.0,0.0,37.4,20.5,100.9,1003.2,56.0,6.0,290.6,25.1,10.0,15.0,05:59:24,1679439564,18:08:09,1679483289,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-23,1679504400,32.4,24.8,27.2,39.9,24.8,29.4,23.6,81.0,0.0,0.0,0.0,0.0,0.0,32.8,20.5,99.0,1003.3,82.3,6.7,276.6,24.0,10.0,30.0,05:58:30,1679525910,18:08:28,1679569708,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-24,1679590800,30.0,24.8,26.8,34.3,24.8,28.3,23.1,80.9,0.0,0.0,0.0,0.0,0.0,33.5,22.3,102.4,1005.8,92.5,6.8,291.0,25.1,10.0,30.0,05:57:35,1679612255,18:08:46,1679656126,0.08,Overcast,Cloudy skies throughout the day.,cloudy,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-25,1679677200,26.4,22.0,25.0,26.4,22.0,25.0,22.9,88.0,1.659,100.0,4.17,0.0,0.0,33.5,20.5,116.8,1009.2,95.3,7.0,69.6,6.1,2.0,30.0,05:56:41,1679698601,18:09:05,1679742545,0.11,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-26,1679763600,21.0,18.0,19.6,21.0,18.0,19.6,16.9,84.5,2.104,100.0,12.5,0.0,0.0,26.6,20.5,48.9,1011.7,99.8,9.2,27.7,2.4,1.0,10.0,05:55:46,1679784946,18:09:23,1679828963,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-27,1679850000,21.0,17.0,18.8,21.0,17.0,18.8,15.1,79.6,1.313,100.0,16.67,0.0,0.0,27.0,14.8,34.4,1014.8,99.7,9.5,24.3,1.9,1.0,10.0,05:54:52,1679871292,18:09:41,1679915381,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-28,1679936400,19.7,17.0,18.7,19.7,17.0,18.7,14.1,75.1,0.01,100.0,4.17,0.0,0.0,12.6,16.6,43.7,1016.4,99.1,9.8,67.6,5.9,3.0,10.0,05:53:58,1679957638,18:09:59,1680001799,0.21,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
2023-03-29,1680022800,22.4,16.0,19.1,22.4,16.0,19.1,15.8,82.1,1.371,100.0,8.33,0.0,0.0,14.0,13.0,45.0,1014.7,95.6,9.7,230.0,19.7,10.0,10.0,05:53:03,1680043983,18:10:17,1680088217,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",obs
